"st","year","series","value"
"OH",2020,"ba_higher",30.6
"OK",2006,"ba_higher",22.1
"OK",2007,"ba_higher",22.8
"OK",2008,"ba_higher",22.2
"OK",2009,"ba_higher",22.7
"OK",2010,"ba_higher",22.9
"OK",2011,"ba_higher",23.8
"OK",2012,"ba_higher",23.8
"OK",2013,"ba_higher",23.8
"OK",2014,"ba_higher",24.2
"OK",2015,"ba_higher",24.6
"OK",2016,"ba_higher",25.2
"OK",2017,"ba_higher",25.5
"OK",2018,"ba_higher",25.6
"OK",2019,"ba_higher",26.2
"OK",2020,"ba_higher",27
"OR",2006,"ba_higher",27.5
"OR",2007,"ba_higher",28.3
"OR",2008,"ba_higher",28.1
"OR",2009,"ba_higher",29.2
"OR",2010,"ba_higher",28.8
"OR",2011,"ba_higher",29.3
"OR",2012,"ba_higher",29.9
"OR",2013,"ba_higher",30.7
"OR",2014,"ba_higher",30.8
"OR",2015,"ba_higher",32.2
"OR",2016,"ba_higher",32.7
"OR",2017,"ba_higher",33.7
"OR",2018,"ba_higher",34
"OR",2019,"ba_higher",34.5
"OR",2020,"ba_higher",36.3
"PA",2006,"ba_higher",25.4
"PA",2007,"ba_higher",25.8
"PA",2008,"ba_higher",26.3
"PA",2009,"ba_higher",26.4
"PA",2010,"ba_higher",27.1
"PA",2011,"ba_higher",27
"PA",2012,"ba_higher",27.8
"PA",2013,"ba_higher",28.7
"PA",2014,"ba_higher",29
"PA",2015,"ba_higher",29.7
"PA",2016,"ba_higher",30.8
"PA",2017,"ba_higher",31.4
"PA",2018,"ba_higher",31.8
"PA",2019,"ba_higher",32.3
"PA",2020,"ba_higher",34
"RI",2006,"ba_higher",29.6
"RI",2007,"ba_higher",29.8
"RI",2008,"ba_higher",30
"RI",2009,"ba_higher",30.5
"RI",2010,"ba_higher",30.2
"RI",2011,"ba_higher",31.1
"RI",2012,"ba_higher",31.4
"RI",2013,"ba_higher",32.4
"RI",2014,"ba_higher",30.4
"RI",2015,"ba_higher",32.7
"RI",2016,"ba_higher",34.1
"RI",2017,"ba_higher",33.5
"RI",2018,"ba_higher",34.4
"RI",2019,"ba_higher",34.8
"RI",2020,"ba_higher",38
"SC",2006,"ba_higher",22.7
"SC",2007,"ba_higher",23.5
"SC",2008,"ba_higher",23.7
"SC",2009,"ba_higher",24.3
"SC",2010,"ba_higher",24.5
"SC",2011,"ba_higher",24.1
"SC",2012,"ba_higher",25.1
"SC",2013,"ba_higher",26.1
"SC",2014,"ba_higher",26.3
"SC",2015,"ba_higher",26.8
"SC",2016,"ba_higher",27.2
"SC",2017,"ba_higher",28
"SC",2018,"ba_higher",28.3
"SC",2019,"ba_higher",29.6
"SC",2020,"ba_higher",31.7
"SD",2006,"ba_higher",24.8
"SD",2007,"ba_higher",25
"SD",2008,"ba_higher",25.1
"SD",2009,"ba_higher",25.1
"SD",2010,"ba_higher",26.3
"SD",2011,"ba_higher",26.3
"SD",2012,"ba_higher",26.3
"SD",2013,"ba_higher",26.6
"SD",2014,"ba_higher",27.8
"SD",2015,"ba_higher",27.5
"SD",2016,"ba_higher",28.9
"SD",2017,"ba_higher",28.1
"SD",2018,"ba_higher",29.2
"SD",2019,"ba_higher",29.7
"SD",2020,"ba_higher",28.4
"TN",2006,"ba_higher",21.7
"TN",2007,"ba_higher",21.8
"TN",2008,"ba_higher",22.9
"TN",2009,"ba_higher",23
"TN",2010,"ba_higher",23.1
"TN",2011,"ba_higher",23.6
"TN",2012,"ba_higher",24.3
"TN",2013,"ba_higher",24.8
"TN",2014,"ba_higher",25.3
"TN",2015,"ba_higher",25.7
"TN",2016,"ba_higher",26.1
"TN",2017,"ba_higher",27.3
"TN",2018,"ba_higher",27.5
"TN",2019,"ba_higher",28.7
"TN",2020,"ba_higher",30.7
"TX",2006,"ba_higher",24.7
"TX",2007,"ba_higher",25.2
"TX",2008,"ba_higher",25.3
"TX",2009,"ba_higher",25.5
"TX",2010,"ba_higher",25.9
"TX",2011,"ba_higher",26.4
"TX",2012,"ba_higher",26.7
"TX",2013,"ba_higher",27.5
"TX",2014,"ba_higher",27.8
"TX",2015,"ba_higher",28.4
"TX",2016,"ba_higher",28.9
"TX",2017,"ba_higher",29.6
"TX",2018,"ba_higher",30.3
"TX",2019,"ba_higher",30.8
"TX",2020,"ba_higher",33.2
"UT",2006,"ba_higher",28.6
"UT",2007,"ba_higher",28.7
"UT",2008,"ba_higher",29.1
"UT",2009,"ba_higher",28.5
"UT",2010,"ba_higher",29.3
"UT",2011,"ba_higher",29.7
"UT",2012,"ba_higher",30.7
"UT",2013,"ba_higher",31.3
"UT",2014,"ba_higher",31.1
"UT",2015,"ba_higher",31.8
"UT",2016,"ba_higher",32.6
"UT",2017,"ba_higher",34.6
"UT",2018,"ba_higher",34.9
"UT",2019,"ba_higher",34.8
"UT",2020,"ba_higher",36.9
"VT",2006,"ba_higher",32.4
"VT",2007,"ba_higher",33.6
"VT",2008,"ba_higher",32.1
"VT",2009,"ba_higher",33.1
"VT",2010,"ba_higher",33.6
"VT",2011,"ba_higher",35.4
"VT",2012,"ba_higher",35.8
"VT",2013,"ba_higher",35.7
"VT",2014,"ba_higher",34.9
"VT",2015,"ba_higher",36.9
"VT",2016,"ba_higher",36.4
"VT",2017,"ba_higher",38.3
"VT",2018,"ba_higher",38.7
"VT",2019,"ba_higher",38.7
"VT",2020,"ba_higher",42.1
"VA",2006,"ba_higher",32.7
"VA",2007,"ba_higher",33.6
"VA",2008,"ba_higher",33.7
"VA",2009,"ba_higher",34
"VA",2010,"ba_higher",34.2
"VA",2011,"ba_higher",35.1
"VA",2012,"ba_higher",35.5
"VA",2013,"ba_higher",36.1
"VA",2014,"ba_higher",36.7
"VA",2015,"ba_higher",37
"VA",2016,"ba_higher",38.1
"VA",2017,"ba_higher",38.7
"VA",2018,"ba_higher",39.3
"VA",2019,"ba_higher",39.6
"VA",2020,"ba_higher",42
"WA",2006,"ba_higher",30.5
"WA",2007,"ba_higher",30.3
"WA",2008,"ba_higher",30.7
"WA",2009,"ba_higher",31
"WA",2010,"ba_higher",31.1
"WA",2011,"ba_higher",31.9
"WA",2012,"ba_higher",31.7
"WA",2013,"ba_higher",32.7
"WA",2014,"ba_higher",33.1
"WA",2015,"ba_higher",34.2
"WA",2016,"ba_higher",35.1
"WA",2017,"ba_higher",35.5
"WA",2018,"ba_higher",36.7
"WA",2019,"ba_higher",37
"WA",2020,"ba_higher",38.4
"WV",2006,"ba_higher",16.5
"WV",2007,"ba_higher",17.3
"WV",2008,"ba_higher",17.1
"WV",2009,"ba_higher",17.3
"WV",2010,"ba_higher",17.5
"WV",2011,"ba_higher",18.5
"WV",2012,"ba_higher",18.6
"WV",2013,"ba_higher",18.9
"WV",2014,"ba_higher",19.2
"WV",2015,"ba_higher",19.6
"WV",2016,"ba_higher",20.8
"WV",2017,"ba_higher",20.2
"WV",2018,"ba_higher",21.3
"WV",2019,"ba_higher",21.1
"WV",2020,"ba_higher",23.1
"WI",2006,"ba_higher",25.1
"WI",2007,"ba_higher",25.4
"WI",2008,"ba_higher",25.7
"WI",2009,"ba_higher",25.7
"WI",2010,"ba_higher",26.3
"WI",2011,"ba_higher",26.5
"WI",2012,"ba_higher",27.1
"WI",2013,"ba_higher",27.7
"WI",2014,"ba_higher",28.4
"WI",2015,"ba_higher",28.4
"WI",2016,"ba_higher",29.5
"WI",2017,"ba_higher",30.4
"WI",2018,"ba_higher",30
"WI",2019,"ba_higher",31.3
"WI",2020,"ba_higher",31.8
"WY",2006,"ba_higher",22.7
"WY",2007,"ba_higher",23.4
"WY",2008,"ba_higher",23.6
"WY",2009,"ba_higher",23.8
"WY",2010,"ba_higher",24.1
"WY",2011,"ba_higher",24.7
"WY",2012,"ba_higher",24.7
"WY",2013,"ba_higher",26.6
"WY",2014,"ba_higher",26.6
"WY",2015,"ba_higher",26.2
"WY",2016,"ba_higher",27.1
"WY",2017,"ba_higher",27.6
"WY",2018,"ba_higher",26.9
"WY",2019,"ba_higher",29.1
"WY",2020,"ba_higher",28.2
